Query	Passage_Scores
query_81	{'passage_172358': 0.21271175554039082, 'passage_172364': 0.19771414883820607, 'passage_172362': 0.19562610972362396, 'passage_172366': 0.170740504124418, 'passage_172367': 0.1566762829450336, 'passage_3730567': 0.0646791468283657, 'passage_4703541': 0.0615806805799022, 'passage_4703547': 0.06014627707114379}
query_83	{'passage_172364': 0.15793129663182595, 'passage_172367': 0.1450726233832621, 'passage_172362': 0.1400520311820102, 'passage_172366': 0.1392822813240982, 'passage_172358': 0.12939057751514232, 'passage_1301088': 0.045983346506162856, 'passage_2173888': 0.04516290199833589, 'passage_4175404': 0.04140470594864846, 'passage_232429': 0.0411581119980347}
query_84	{'passage_172364': 0.1809452023074864, 'passage_172367': 0.1485764615044407, 'passage_172366': 0.1439126216356562, 'passage_172362': 0.13722330926650342, 'passage_172358': 0.11946471835083557, 'passage_2173888': 0.04599035697736419, 'passage_1301088': 0.0455719845203043, 'passage_4175404': 0.04159054845474801, 'passage_232429': 0.041544870634506716}
query_88	{'passage_172358': 0.23675466628066405, 'passage_172364': 0.2137553470180918, 'passage_172362': 0.19410769869494726, 'passage_172367': 0.16894207709787593, 'passage_172366': 0.1552140058515578, 'passage_3730567': 0.06629696484526977, 'passage_428249': 0.06448500326106162, 'passage_4703547': 0.06439264815959864}
query_95	{'passage_172367': 0.24142152314240378, 'passage_172364': 0.1806918903241863, 'passage_172366': 0.1655142019875806, 'passage_172362': 0.123670374449385, 'passage_172358': 0.1130842288518078, 'passage_4175404': 0.05256745717904512, 'passage_232429': 0.04653681152041021}
query_101	{'passage_172362': 0.2162901613102796, 'passage_172364': 0.1928916529308831, 'passage_172367': 0.18024678006252356, 'passage_172358': 0.16166612111152254, 'passage_172366': 0.15794276271416902, 'passage_2173887': 0.062311519084225615, 'passage_232429': 0.05991471870448082, 'passage_3163389': 0.05902728951235145, 'passage_3163396': 0.05791068317720082}
query_106	{'passage_172362': 0.2180430262784386, 'passage_172367': 0.2023116652608509, 'passage_172358': 0.20062051048042004, 'passage_172364': 0.19820248943793764, 'passage_172366': 0.1666641765264903, 'passage_3163396': 0.06251369343744709, 'passage_232429': 0.060149589242036366, 'passage_428244': 0.059808874157291345, 'passage_2173887': 0.05899421285021597}
query_107	{'passage_172367': 0.21448653880535964, 'passage_172362': 0.20315726318602367, 'passage_172358': 0.18143016471138113, 'passage_172364': 0.17793363680487323, 'passage_172366': 0.16327251318893204, 'passage_3163396': 0.05713113830215042, 'passage_232429': 0.056488255008492166}
query_112	{'passage_172367': 0.1497706182975656, 'passage_172366': 0.1346886598773733, 'passage_172364': 0.12844244595308452, 'passage_172362': 0.09857963481046647, 'passage_172358': 0.0958152293504619, 'passage_3730567': 0.055542013146996895, 'passage_6800102': 0.05530509638908466, 'passage_1301088': 0.0472254992164099, 'passage_961074': 0.042735109613834206}
query_113	{'passage_172366': 0.21529590668153184, 'passage_172358': 0.20898908826789384, 'passage_172364': 0.18494320438209952, 'passage_172362': 0.17646302018255153, 'passage_172367': 0.1706342977778348, 'passage_3730567': 0.07818592569810953, 'passage_6800102': 0.06694830375316846}
query_120	{'passage_172366': 0.1746547591041437, 'passage_172367': 0.16738421692004632, 'passage_172364': 0.16178265544556414, 'passage_172358': 0.14043478724737546, 'passage_172362': 0.13097655900149524, 'passage_3730567': 0.06755075618374251, 'passage_6800102': 0.06514573631909404}
query_123	{'passage_172364': 0.17388080117299642, 'passage_172366': 0.16661359567317388, 'passage_172367': 0.16274549835343277, 'passage_172362': 0.14561031641283795, 'passage_172358': 0.1328529098456818, 'passage_3730567': 0.06280923895180444, 'passage_6800102': 0.05825322544141562, 'passage_5055636': 0.051074856623100434, 'passage_4703541': 0.04865633788358833, 'passage_1301088': 0.0484371568682518, 'passage_4175404': 0.047036080448820385}
query_124	{'passage_172366': 0.14488720306899217, 'passage_172367': 0.13699449459964003, 'passage_172364': 0.11231248734176648, 'passage_172362': 0.0880968263839167, 'passage_172358': 0.08644262405693756, 'passage_6800102': 0.059886372056811264}
query_130	{'passage_172367': 0.17008447887186504, 'passage_172364': 0.16877761548485945, 'passage_172362': 0.15771119507913983, 'passage_172358': 0.15460599962532826, 'passage_172366': 0.13188176224551157, 'passage_1301088': 0.04447426240014016, 'passage_4703543': 0.04127648421631256, 'passage_4175404': 0.040580983127098624}
query_135	{'passage_172362': 0.1361480414484892, 'passage_172367': 0.13298252669800834, 'passage_172364': 0.13188736891213085, 'passage_172358': 0.11005628468564153, 'passage_172366': 0.1075776359675783, 'passage_2173887': 0.058348292632834566, 'passage_428244': 0.0551296280395828, 'passage_1301088': 0.04606043780607884}
query_136	{'passage_172358': 0.20166730322150725, 'passage_172362': 0.1406277052915156, 'passage_172367': 0.13228365209401646, 'passage_172364': 0.11561777646675256, 'passage_172366': 0.10423785382912878, 'passage_428249': 0.07987233539502883, 'passage_6779130': 0.07621157444681285, 'passage_6779124': 0.06649147838430751}
query_149	{'passage_172362': 0.2372556991547022, 'passage_172366': 0.23211386274699983, 'passage_172358': 0.19102739141530167, 'passage_172364': 0.19094166290937642, 'passage_172367': 0.1686260824532525, 'passage_3730567': 0.07232437984867832, 'passage_6800102': 0.07076322646166587, 'passage_4703541': 0.06682536194160278, 'passage_3163396': 0.06400149612462801, 'passage_428244': 0.06318410591924052}
query_152	{'passage_172366': 0.2745337959301725, 'passage_172364': 0.20990989138023386, 'passage_172367': 0.2013431117590979, 'passage_172362': 0.18355917407816327, 'passage_172358': 0.17773904016748926, 'passage_3730567': 0.08238147786244608, 'passage_6800102': 0.07559678379154672}
query_156	{'passage_172366': 0.2612335845622208, 'passage_172367': 0.22603867314956105, 'passage_172364': 0.18045147455870816, 'passage_172362': 0.1426348355608831, 'passage_172358': 0.1329021540135781, 'passage_3730567': 0.07427057731446728, 'passage_6800102': 0.07196931947041385}
query_162	{'passage_172364': 0.19277854453975865, 'passage_172362': 0.15643605270192026, 'passage_172367': 0.15296938592379555, 'passage_172366': 0.1522360010871881, 'passage_172358': 0.1441112389203378, 'passage_2173887': 0.04935099554937828, 'passage_3163396': 0.04927516018075231, 'passage_2173888': 0.04763681291206374, 'passage_4175404': 0.044967515520616966}
query_163	{'passage_172364': 0.15793129663182595, 'passage_172367': 0.1450726233832621, 'passage_172362': 0.1400520311820102, 'passage_172366': 0.1392822813240982, 'passage_172358': 0.12939057751514232, 'passage_1301088': 0.045983346506162856, 'passage_2173888': 0.04516290199833589, 'passage_4175404': 0.04140470594864846, 'passage_232429': 0.0411581119980347}
query_164	{'passage_172364': 0.1809452023074864, 'passage_172367': 0.1485764615044407, 'passage_172366': 0.1439126216356562, 'passage_172362': 0.13722330926650342, 'passage_172358': 0.11946471835083557, 'passage_2173888': 0.04599035697736419, 'passage_1301088': 0.0455719845203043, 'passage_4175404': 0.04159054845474801, 'passage_232429': 0.041544870634506716}
query_165	{'passage_172364': 0.2020583600502106, 'passage_172362': 0.18683524389258546, 'passage_172358': 0.16339850487236857, 'passage_172366': 0.15278088406582427, 'passage_172367': 0.13743181167818258, 'passage_3163396': 0.05632144543392368, 'passage_2173888': 0.05359003167556175, 'passage_2173887': 0.053448631964254915, 'passage_4703543': 0.049836442801261094}
query_171	{'passage_172358': 0.20605921494160628, 'passage_172364': 0.2050211384809142, 'passage_172362': 0.19905748315822824, 'passage_172367': 0.1617532316416662, 'passage_172366': 0.14203583484550433, 'passage_4703547': 0.0654763755712044, 'passage_4175406': 0.06431290520373373}
query_172	{'passage_172366': 0.17319667998817195, 'passage_172367': 0.15494188140299223, 'passage_172364': 0.13711753793931028, 'passage_172358': 0.11016012453489887, 'passage_172362': 0.10446430233717689, 'passage_6800102': 0.06395114279044399}
query_183	{'passage_172367': 0.19020574013295202, 'passage_172362': 0.189741904534266, 'passage_172364': 0.1720087492252598, 'passage_172358': 0.1322632120692643, 'passage_172366': 0.13030768838095236, 'passage_2173887': 0.06565897104108555, 'passage_3163396': 0.051257559633921555, 'passage_1301088': 0.05029802959925275}
query_190	{'passage_172367': 0.26028254054011946, 'passage_172366': 0.2202042321864011, 'passage_172364': 0.18035207812297574, 'passage_172362': 0.13729724589457742, 'passage_172358': 0.127323036825503, 'passage_3730567': 0.07624077687392979, 'passage_6800102': 0.07006037650440405, 'passage_232429': 0.05858355946225312}
query_195	{'passage_172367': 0.13403940624520191, 'passage_172366': 0.12913919782285835, 'passage_172364': 0.12743517530350093, 'passage_172362': 0.10409491734865474, 'passage_172358': 0.09268684414250648, 'passage_6800102': 0.05181104652732896, 'passage_3730567': 0.05162956910459705, 'passage_1301088': 0.04566611426876694, 'passage_961074': 0.04158480519878258}
query_196	{'passage_172367': 0.155792143004688, 'passage_172366': 0.14508375365801354, 'passage_172364': 0.1414313419285748, 'passage_172362': 0.1030915996505365, 'passage_172358': 0.09414817029997002, 'passage_3730567': 0.05540317484164377, 'passage_6800102': 0.05446368867243048, 'passage_1301088': 0.04928176504516225, 'passage_961074': 0.04485623730087113}
query_200	{'passage_172366': 0.1746547591041437, 'passage_172367': 0.16738421692004632, 'passage_172364': 0.16178265544556414, 'passage_172358': 0.14043478724737546, 'passage_172362': 0.13097655900149524, 'passage_3730567': 0.06755075618374251, 'passage_6800102': 0.06514573631909404}
query_203	{'passage_172364': 0.17388080117299642, 'passage_172366': 0.16661359567317388, 'passage_172367': 0.16274549835343277, 'passage_172362': 0.14561031641283795, 'passage_172358': 0.1328529098456818, 'passage_3730567': 0.06280923895180444, 'passage_6800102': 0.05825322544141562, 'passage_5055636': 0.051074856623100434, 'passage_4703541': 0.04865633788358833, 'passage_1301088': 0.0484371568682518, 'passage_4175404': 0.047036080448820385}
query_205	{'passage_172366': 0.2505104361897964, 'passage_172358': 0.17651267210462143, 'passage_172364': 0.16252338281263984, 'passage_172367': 0.15310609079189558, 'passage_172362': 0.1428219239599872, 'passage_3730567': 0.08927928443360414, 'passage_6800102': 0.07769150047819484}
query_206	{'passage_172366': 0.13493410067870232, 'passage_172367': 0.1307357965400868, 'passage_172364': 0.1057355860008293, 'passage_172358': 0.08791491089862268, 'passage_172362': 0.08542121540654288, 'passage_6800102': 0.06330888826985007}
query_214	{'passage_172364': 0.15768846218945376, 'passage_172362': 0.15095413081076764, 'passage_172367': 0.14388667297734137, 'passage_172358': 0.12714311868700817, 'passage_172366': 0.118593167365712, 'passage_2173887': 0.06037753231485073, 'passage_2173888': 0.05416663351694769, 'passage_1301088': 0.04557825198891978, 'passage_3163396': 0.04538282976480685, 'passage_6610800': 0.041874914537281226}
query_216	{'passage_172358': 0.20166730322150725, 'passage_172362': 0.1406277052915156, 'passage_172367': 0.13228365209401646, 'passage_172364': 0.11561777646675256, 'passage_172366': 0.10423785382912878, 'passage_428249': 0.07987233539502883, 'passage_6779130': 0.07621157444681285, 'passage_6779124': 0.06649147838430751}
query_226	{'passage_172366': 0.23851655044990658, 'passage_172367': 0.19137961649087676, 'passage_172364': 0.17867768835478964, 'passage_172362': 0.1572910872496603, 'passage_172358': 0.14113440686214931, 'passage_3730567': 0.07358881480015657, 'passage_6800102': 0.06977170038223197}
query_232	{'passage_172366': 0.2745337959301725, 'passage_172364': 0.20990989138023386, 'passage_172367': 0.2013431117590979, 'passage_172362': 0.18355917407816327, 'passage_172358': 0.17773904016748926, 'passage_3730567': 0.08238147786244608, 'passage_6800102': 0.07559678379154672}
query_243	{'passage_172364': 0.15793129663182595, 'passage_172367': 0.1450726233832621, 'passage_172362': 0.1400520311820102, 'passage_172366': 0.1392822813240982, 'passage_172358': 0.12939057751514232, 'passage_1301088': 0.045983346506162856, 'passage_2173888': 0.04516290199833589, 'passage_4175404': 0.04140470594864846, 'passage_232429': 0.0411581119980347}
query_244	{'passage_172364': 0.1809452023074864, 'passage_172367': 0.1485764615044407, 'passage_172366': 0.1439126216356562, 'passage_172362': 0.13722330926650342, 'passage_172358': 0.11946471835083557, 'passage_2173888': 0.04599035697736419, 'passage_1301088': 0.0455719845203043, 'passage_4175404': 0.04159054845474801, 'passage_232429': 0.041544870634506716}
query_248	{'passage_172358': 0.23675466628066405, 'passage_172364': 0.2137553470180918, 'passage_172362': 0.19410769869494726, 'passage_172367': 0.16894207709787593, 'passage_172366': 0.1552140058515578, 'passage_3730567': 0.06629696484526977, 'passage_428249': 0.06448500326106162, 'passage_4703547': 0.06439264815959864}
query_249	{'passage_172358': 0.23815616659963312, 'passage_172362': 0.18233025341439088, 'passage_172364': 0.16203754746403212, 'passage_172366': 0.1471256316712257, 'passage_172367': 0.134997873130823, 'passage_4703541': 0.07869664091524056, 'passage_4703547': 0.07791383494998469}
query_251	{'passage_172358': 0.20605921494160628, 'passage_172364': 0.2050211384809142, 'passage_172362': 0.19905748315822824, 'passage_172367': 0.1617532316416662, 'passage_172366': 0.14203583484550433, 'passage_4703547': 0.0654763755712044, 'passage_4175406': 0.06431290520373373}
query_257	{'passage_172367': 0.19970736464723382, 'passage_172362': 0.19284924168434162, 'passage_172358': 0.1795059467305322, 'passage_172364': 0.16427916438299522, 'passage_172366': 0.15672626812936813, 'passage_232429': 0.0672338134659151}
query_262	{'passage_172364': 0.18391265857167374, 'passage_172362': 0.17883246127559796, 'passage_172367': 0.1760887765379354, 'passage_172366': 0.13695668640516265, 'passage_172358': 0.12442982694525447, 'passage_2173887': 0.06424270599048068, 'passage_2173888': 0.05673338916665643, 'passage_3163396': 0.05013040130612785, 'passage_232429': 0.05004144763436015, 'passage_1301088': 0.049818907023788626}
query_266	{'passage_172362': 0.2180430262784386, 'passage_172367': 0.2023116652608509, 'passage_172358': 0.20062051048042004, 'passage_172364': 0.19820248943793764, 'passage_172366': 0.1666641765264903, 'passage_3163396': 0.06251369343744709, 'passage_232429': 0.060149589242036366, 'passage_428244': 0.059808874157291345, 'passage_2173887': 0.05899421285021597}
query_268	{'passage_172367': 0.25443722364762605, 'passage_172366': 0.24942536412356675, 'passage_172364': 0.19217856040163894, 'passage_172362': 0.14197603451035287, 'passage_172358': 0.12927214392321315, 'passage_3730567': 0.07672139428042683, 'passage_6800102': 0.0741829081329288, 'passage_1301088': 0.06273550283328637, 'passage_232429': 0.06016417403283924}
query_276	{'passage_172367': 0.155792143004688, 'passage_172366': 0.14508375365801354, 'passage_172364': 0.1414313419285748, 'passage_172362': 0.1030915996505365, 'passage_172358': 0.09414817029997002, 'passage_3730567': 0.05540317484164377, 'passage_6800102': 0.05446368867243048, 'passage_1301088': 0.04928176504516225, 'passage_961074': 0.04485623730087113}
query_282	{'passage_172358': 0.17474145011172731, 'passage_172366': 0.16758134514904402, 'passage_172364': 0.16278043920355484, 'passage_172367': 0.1475300566089278, 'passage_172362': 0.14733473428353835, 'passage_3730567': 0.06955053512734427, 'passage_6800102': 0.06616830431166587, 'passage_428249': 0.059841498006184234, 'passage_4175406': 0.055713565992203964, 'passage_4703541': 0.054585346968083814}
query_283	{'passage_172364': 0.17388080117299642, 'passage_172366': 0.16661359567317388, 'passage_172367': 0.16274549835343277, 'passage_172362': 0.14561031641283795, 'passage_172358': 0.1328529098456818, 'passage_3730567': 0.06280923895180444, 'passage_6800102': 0.05825322544141562, 'passage_5055636': 0.051074856623100434, 'passage_4703541': 0.04865633788358833, 'passage_1301088': 0.0484371568682518, 'passage_4175404': 0.047036080448820385}
query_286	{'passage_172366': 0.13493410067870232, 'passage_172367': 0.1307357965400868, 'passage_172364': 0.1057355860008293, 'passage_172358': 0.08791491089862268, 'passage_172362': 0.08542121540654288, 'passage_6800102': 0.06330888826985007}
query_287	{'passage_172367': 0.1997582690148875, 'passage_172364': 0.13845877566349962, 'passage_172366': 0.12148641789603466, 'passage_172362': 0.10640297552476949, 'passage_172358': 0.08963819142013171, 'passage_4175404': 0.04848050859321955, 'passage_1301088': 0.041649368634039736, 'passage_232429': 0.04127803110373261}
query_292	{'passage_172364': 0.1704280424131566, 'passage_172367': 0.160644861530497, 'passage_172362': 0.15726589250288184, 'passage_172358': 0.1357128273440161, 'passage_172366': 0.12836634235636568, 'passage_2173888': 0.05419169932971385, 'passage_1301088': 0.046488309910919755, 'passage_6610800': 0.04287570667025846, 'passage_4703543': 0.039743531236277475}
query_295	{'passage_172362': 0.1361480414484892, 'passage_172367': 0.13298252669800834, 'passage_172364': 0.13188736891213085, 'passage_172358': 0.11005628468564153, 'passage_172366': 0.1075776359675783, 'passage_2173887': 0.058348292632834566, 'passage_428244': 0.0551296280395828, 'passage_1301088': 0.04606043780607884}
query_302	{'passage_172367': 0.19087489358833412, 'passage_172364': 0.15094211423722548, 'passage_172366': 0.1475522282388417, 'passage_172362': 0.13753196220418012, 'passage_172358': 0.12748659875164842, 'passage_1301088': 0.05022174514104935, 'passage_6610800': 0.04408570396271577, 'passage_4175404': 0.04104457105433342, 'passage_232429': 0.03918178957779833}
query_311	{'passage_172367': 0.16760119334657222, 'passage_172366': 0.1637453219163358, 'passage_172362': 0.14125831354403745, 'passage_172364': 0.1410011607181286, 'passage_172358': 0.11133077185473934, 'passage_6800102': 0.06715966464038162, 'passage_1301088': 0.05877832239590357, 'passage_3730567': 0.05843313148227665}
query_325	{'passage_172364': 0.2020583600502106, 'passage_172362': 0.18683524389258546, 'passage_172358': 0.16339850487236857, 'passage_172366': 0.15278088406582427, 'passage_172367': 0.13743181167818258, 'passage_3163396': 0.05632144543392368, 'passage_2173888': 0.05359003167556175, 'passage_2173887': 0.053448631964254915, 'passage_4703543': 0.049836442801261094}
query_326	{'passage_172364': 0.17232658621112568, 'passage_172362': 0.14516882767227884, 'passage_172367': 0.13103403287180052, 'passage_172366': 0.1274829796255779, 'passage_172358': 0.1180473888905271, 'passage_2173887': 0.052556349000634175, 'passage_2173888': 0.05160332229191958, 'passage_3163396': 0.046424163996219424, 'passage_1301088': 0.042775610798594245}
query_331	{'passage_172358': 0.20605921494160628, 'passage_172364': 0.2050211384809142, 'passage_172362': 0.19905748315822824, 'passage_172367': 0.1617532316416662, 'passage_172366': 0.14203583484550433, 'passage_4703547': 0.0654763755712044, 'passage_4175406': 0.06431290520373373}
query_333	{'passage_172366': 0.20051913189439946, 'passage_172358': 0.18591478021847954, 'passage_172364': 0.16947121053995684, 'passage_172362': 0.15520058941418657, 'passage_172367': 0.14107968114832653, 'passage_3730567': 0.078948810840555, 'passage_4703541': 0.07204315872334466, 'passage_6800102': 0.06766420851384734}
query_334	{'passage_172366': 0.16736826687030884, 'passage_172367': 0.1557197040332291, 'passage_172364': 0.14266196501564585, 'passage_172358': 0.11256257584213672, 'passage_172362': 0.10828776659852678, 'passage_3730567': 0.06286483014351156, 'passage_6800102': 0.060436998430113735}
query_336	{'passage_172367': 0.23220335149264093, 'passage_172364': 0.20755369427356904, 'passage_172362': 0.18936263635833894, 'passage_172366': 0.1611093599491593, 'passage_172358': 0.15050156373098955, 'passage_232429': 0.054875857144421246}
query_343	{'passage_172367': 0.19020574013295202, 'passage_172362': 0.189741904534266, 'passage_172364': 0.1720087492252598, 'passage_172358': 0.1322632120692643, 'passage_172366': 0.13030768838095236, 'passage_2173887': 0.06565897104108555, 'passage_3163396': 0.051257559633921555, 'passage_1301088': 0.05029802959925275}
query_349	{'passage_172362': 0.21529542042736408, 'passage_172358': 0.20037603370389998, 'passage_172367': 0.2002829543366928, 'passage_172364': 0.18338096050865704, 'passage_172366': 0.17614932883155507, 'passage_3730567': 0.08011470891251792, 'passage_3163396': 0.07397195081976178, 'passage_428249': 0.07195884402907007, 'passage_3163389': 0.07190045282171213, 'passage_4703547': 0.06778391807053072}
query_356	{'passage_172367': 0.155792143004688, 'passage_172366': 0.14508375365801354, 'passage_172364': 0.1414313419285748, 'passage_172362': 0.1030915996505365, 'passage_172358': 0.09414817029997002, 'passage_3730567': 0.05540317484164377, 'passage_6800102': 0.05446368867243048, 'passage_1301088': 0.04928176504516225, 'passage_961074': 0.04485623730087113}
query_359	{'passage_172367': 0.13553152942648466, 'passage_172364': 0.13363275434165067, 'passage_172366': 0.12579334938733974, 'passage_172362': 0.1052909776529791, 'passage_172358': 0.08665405307943676, 'passage_1301088': 0.045155320890143076, 'passage_232429': 0.03948255953597177}
query_370	{'passage_172367': 0.17008447887186504, 'passage_172364': 0.16877761548485945, 'passage_172362': 0.15771119507913983, 'passage_172358': 0.15460599962532826, 'passage_172366': 0.13188176224551157, 'passage_1301088': 0.04447426240014016, 'passage_4703543': 0.04127648421631256, 'passage_4175404': 0.040580983127098624}
query_372	{'passage_172364': 0.1704280424131566, 'passage_172367': 0.160644861530497, 'passage_172362': 0.15726589250288184, 'passage_172358': 0.1357128273440161, 'passage_172366': 0.12836634235636568, 'passage_2173888': 0.05419169932971385, 'passage_1301088': 0.046488309910919755, 'passage_6610800': 0.04287570667025846, 'passage_4703543': 0.039743531236277475}
query_378	{'passage_172358': 0.20445908838828872, 'passage_172362': 0.14385391480983037, 'passage_172367': 0.12830758107208903, 'passage_172364': 0.11412488285011067, 'passage_172366': 0.10192974947931806, 'passage_428249': 0.07999909668348737, 'passage_6779130': 0.07544358113542754, 'passage_6779124': 0.06628901838614035}
query_381	{'passage_172358': 0.20227201459183172, 'passage_172362': 0.15386285904434732, 'passage_172367': 0.13309521359826557, 'passage_172366': 0.12571069799245907, 'passage_172364': 0.12307520398907841, 'passage_428249': 0.08585399785842965, 'passage_6779130': 0.06819922224886248, 'passage_3163396': 0.06666564942514, 'passage_4703541': 0.06544685320079474}
query_388	{'passage_172366': 0.20311525413562237, 'passage_172364': 0.18709518615046705, 'passage_172367': 0.17749075876139683, 'passage_172362': 0.16349951223897458, 'passage_172358': 0.12468649296279971, 'passage_6800102': 0.06300101250543678}
query_392	{'passage_172366': 0.2745337959301725, 'passage_172364': 0.20990989138023386, 'passage_172367': 0.2013431117590979, 'passage_172362': 0.18355917407816327, 'passage_172358': 0.17773904016748926, 'passage_3730567': 0.08238147786244608, 'passage_6800102': 0.07559678379154672}
query_395	{'passage_172366': 0.21456005174748236, 'passage_172367': 0.17837317758062907, 'passage_172364': 0.15482344538297912, 'passage_172362': 0.14726264412654708, 'passage_172358': 0.1423401922737134, 'passage_3730567': 0.0787501998591104, 'passage_6800102': 0.07711187573740139}
