Query	Passage_Scores
query_118	{'passage_172367': 0.540842164286185, 'passage_172362': 0.46046294338644944, 'passage_172358': 0.421945023384385, 'passage_172366': 0.2540246574373618, 'passage_172364': 0.23472096302576198, 'passage_3730567': 0.0644317762680673, 'passage_2173887': 0.056860649823778774, 'passage_5383218': 0.056624071815429236, 'passage_4175409': 0.05519452593902715, 'passage_2173888': 0.053634695677451986, 'passage_3309550': 0.05013646073944261, 'passage_3309554': 0.04970405360139762, 'passage_3302770': 0.048738170285977475, 'passage_3309551': 0.048164206310927604, 'passage_3302763': 0.048134208182393425, 'passage_3309549': 0.04765872842138853}
query_137	{'passage_172358': 0.1782358748640455, 'passage_172364': 0.1750064360175849, 'passage_172367': 0.13599125411452706, 'passage_172366': 0.12323836849524285, 'passage_172362': 0.1100282337991498, 'passage_3730567': 0.07144409146532116, 'passage_4175409': 0.05836633746794946, 'passage_4175403': 0.04796352968197643, 'passage_2044460': 0.047896616215708746, 'passage_4175406': 0.04654006260599244, 'passage_4703543': 0.045281195055026556, 'passage_147333': 0.04515726940810708, 'passage_4950842': 0.042790965225449416, 'passage_1406119': 0.042254972969484106, 'passage_2629981': 0.04170229432122621, 'passage_5383218': 0.040974616412269994, 'passage_881358': 0.04073526861330048, 'passage_881362': 0.040489064727438726}
query_142	{'passage_172367': 0.40231136722644867, 'passage_172358': 0.36034944992601814, 'passage_172364': 0.3111815665286985, 'passage_172362': 0.30625019065981934, 'passage_172366': 0.23311378646514344, 'passage_3730567': 0.07632951870537942, 'passage_4175409': 0.06406799011700343, 'passage_1406119': 0.05638677978521954, 'passage_4175403': 0.05130488441635483, 'passage_881362': 0.05058041461583439, 'passage_4175406': 0.04699465316922337, 'passage_5383218': 0.046030027749978886, 'passage_2173887': 0.04460646717343315, 'passage_334574': 0.04416490946254589}
query_147	{'passage_172358': 0.33510899989233595, 'passage_172362': 0.3318275854693322, 'passage_172367': 0.328625414130593, 'passage_172364': 0.23964477088871353, 'passage_172366': 0.19370401360298203, 'passage_3730567': 0.06413311221598929, 'passage_4175409': 0.05358108808704679, 'passage_5383218': 0.04728065956498555, 'passage_1406119': 0.046414916710687794, 'passage_2173887': 0.044798894244035964, 'passage_4175403': 0.04300776429544209, 'passage_2173888': 0.042866336301138834, 'passage_6855087': 0.042431930517985175, 'passage_881362': 0.04213992108071531}
query_159	{'passage_172367': 0.37005685867507093, 'passage_172362': 0.3501302123302722, 'passage_172358': 0.24116507979136423, 'passage_172366': 0.19748984767506073, 'passage_172364': 0.1839397906706615, 'passage_3730567': 0.0633139723920133, 'passage_4175409': 0.05607805713382041, 'passage_5383218': 0.048874695665730036, 'passage_2173887': 0.04795100562455029, 'passage_881362': 0.04684633327023028, 'passage_3309550': 0.04620909711419418, 'passage_3309554': 0.04594176329591574, 'passage_3302770': 0.04507752169723431, 'passage_334574': 0.04462955345731615, 'passage_2173888': 0.044610224660685774}
query_160	{'passage_172358': 0.47550245800237895, 'passage_172367': 0.338249995127527, 'passage_172362': 0.3070980487516818, 'passage_172364': 0.1936458120774423, 'passage_172366': 0.1848703774945487, 'passage_2173887': 0.06122174924313591, 'passage_2173888': 0.05879541440996944, 'passage_5383218': 0.05778674670029938, 'passage_3730567': 0.056118117262102966, 'passage_4175409': 0.047779213604761256, 'passage_6855087': 0.04587690776578697, 'passage_3309550': 0.045511043948645136, 'passage_3309554': 0.04500073557899897, 'passage_3302770': 0.04448202411473644, 'passage_3302763': 0.044060521699013575, 'passage_3309551': 0.043901694794677454, 'passage_3309549': 0.04367095286878447}
query_176	{'passage_172358': 0.5072469435564748, 'passage_172367': 0.37538612103038405, 'passage_172364': 0.2905455139589148, 'passage_172362': 0.26901798100742796, 'passage_172366': 0.18696584974436964, 'passage_3730567': 0.07382097405101642, 'passage_4175409': 0.0544974071271338, 'passage_5383218': 0.051071572946275116, 'passage_2173887': 0.05078819896384785, 'passage_1406119': 0.049102838849116245, 'passage_2173888': 0.04839154203686895, 'passage_4175403': 0.04571190621233477, 'passage_334574': 0.04487201980888465, 'passage_881362': 0.04293808371516764}
query_179	{'passage_172358': 0.3599530222826222, 'passage_172367': 0.3550899778428268, 'passage_172362': 0.33126302357014226, 'passage_172364': 0.26072613859918253, 'passage_172366': 0.18012672028066526, 'passage_3730567': 0.06607267530080062, 'passage_4175409': 0.052971118306444166, 'passage_5383218': 0.04791898608442806, 'passage_1406119': 0.04623654728425798, 'passage_2173887': 0.04560085612727514, 'passage_2173888': 0.043617850298508475, 'passage_4175403': 0.043594642199543794, 'passage_881362': 0.04207572664372072}
query_184	{'passage_172364': 0.3219092978956236, 'passage_172358': 0.2942700085079362, 'passage_172367': 0.2582669926881841, 'passage_172362': 0.20258329555418908, 'passage_172366': 0.17834341601841394, 'passage_3730567': 0.09020969286065976, 'passage_4175409': 0.07045562570920001, 'passage_5383218': 0.05134796135437132, 'passage_881358': 0.05052846485685637, 'passage_881362': 0.0497002747914534, 'passage_2044460': 0.04916739400134893, 'passage_16521': 0.04774930159241742, 'passage_147333': 0.04735413229358146, 'passage_1513883': 0.045006499177915424, 'passage_2629981': 0.04439845574662564, 'passage_2629972': 0.043339504716184855, 'passage_4950842': 0.04316046196971401}
query_186	{'passage_172364': 0.24432170858174831, 'passage_172358': 0.2286779034777052, 'passage_172367': 0.18963144716938965, 'passage_172362': 0.1556907912248349, 'passage_172366': 0.14528949412058775, 'passage_3730567': 0.08433796958097767, 'passage_4175409': 0.0666079889701199, 'passage_2044460': 0.04949828847693015, 'passage_5383218': 0.04885731101902345, 'passage_147333': 0.04853037443152128, 'passage_881358': 0.04763391746787691, 'passage_881362': 0.046838728856912586, 'passage_16521': 0.046245719546743995, 'passage_2629981': 0.045056401281543854, 'passage_4950842': 0.04373887054500216}
query_187	{'passage_172362': 0.33885914851196935, 'passage_172367': 0.3280868788858858, 'passage_172358': 0.3137905279598493, 'passage_172364': 0.28587295611568125, 'passage_172366': 0.21682995452021755, 'passage_3730567': 0.07434259604403018, 'passage_4175409': 0.06393852004932242, 'passage_5383218': 0.05127082784216549, 'passage_4175406': 0.04882809425671425, 'passage_4175403': 0.048697079489930184, 'passage_2173887': 0.04697797808492752, 'passage_881362': 0.046858299419985254, 'passage_3309550': 0.04518374078713298, 'passage_3309554': 0.04502617297251282, 'passage_2044460': 0.044819865834521015, 'passage_334574': 0.0446308071794847, 'passage_2173888': 0.04459155732936991}
query_188	{'passage_172367': 0.3904247314337304, 'passage_172358': 0.3216960512217972, 'passage_172362': 0.24033198012620208, 'passage_172364': 0.23318348548029078, 'passage_172366': 0.19055357112129426, 'passage_3730567': 0.07747969897633399, 'passage_3730565': 0.06852885198201285, 'passage_1406119': 0.059302955450607944, 'passage_881363': 0.05893066770987501, 'passage_3730562': 0.05802881252042911, 'passage_1406122': 0.055557427642913645, 'passage_1301088': 0.05468768009210521, 'passage_1406125': 0.04881875099859629, 'passage_4175403': 0.0482591514050885}
query_191	{'passage_172367': 0.3333487251767446, 'passage_172362': 0.3102645593111721, 'passage_172358': 0.23747350125980718, 'passage_172366': 0.1670728598099493, 'passage_172364': 0.16231690939886856, 'passage_3730567': 0.05924894619319198, 'passage_4175409': 0.05037425575196173, 'passage_2173887': 0.047557801556069736, 'passage_5383218': 0.04642966068427865, 'passage_2173888': 0.04439275660745595, 'passage_881362': 0.043628067659014454, 'passage_334574': 0.0432141870384922, 'passage_3309550': 0.043027752425747405}
query_197	{'passage_172367': 0.32280200761878125, 'passage_172366': 0.2541922622631508, 'passage_172362': 0.23434599516508303, 'passage_172358': 0.22794097262352056, 'passage_172364': 0.21555561466752696, 'passage_5383218': 0.07543485382388507, 'passage_3730567': 0.07159469673154654, 'passage_4703543': 0.06217201229753362, 'passage_1301088': 0.061575415399011686, 'passage_3730565': 0.05769662917305955, 'passage_4703547': 0.056945785238782846, 'passage_6610801': 0.056523558774781546, 'passage_3309550': 0.05574393056875252, 'passage_3309554': 0.05548452710035226, 'passage_16521': 0.054360398924203454, 'passage_3008370': 0.054202898817483615, 'passage_3302762': 0.053972055359291754}
query_202	{'passage_172358': 0.3117734175629684, 'passage_172364': 0.2863648459851745, 'passage_172367': 0.25799900405810733, 'passage_172362': 0.23159952547231233, 'passage_172366': 0.20002256644026004, 'passage_3730567': 0.07574622684502913, 'passage_4175409': 0.06970336834825033, 'passage_5383218': 0.05627184635346734, 'passage_4175406': 0.05283259955563376, 'passage_2044460': 0.051948901242488396, 'passage_2173887': 0.05049377259460496, 'passage_4175403': 0.05002046945650222, 'passage_147333': 0.04988124034962839, 'passage_1406119': 0.04879787231329043, 'passage_2629981': 0.04877687534068556, 'passage_2173888': 0.04830080101887049}
query_207	{'passage_172362': 0.4519971565366063, 'passage_172367': 0.3377230659475651, 'passage_172358': 0.2070357638049936, 'passage_172366': 0.20024612155863772, 'passage_172364': 0.16879200124319277, 'passage_4175409': 0.05658288329902642, 'passage_3309550': 0.0562913672609395, 'passage_3309554': 0.055894874715076204, 'passage_3730567': 0.055558387285355004, 'passage_3302770': 0.05465586242329652, 'passage_5383218': 0.0543733937388058, 'passage_3309551': 0.0541141137206445, 'passage_3302763': 0.05404605802364869, 'passage_3309549': 0.053624815711938154, 'passage_3309552': 0.05338055935635737, 'passage_3302767': 0.053324881978955, 'passage_2173887': 0.0521821610132351}
query_212	{'passage_172367': 0.49064892542244853, 'passage_172358': 0.4519107628317676, 'passage_172362': 0.320610341483762, 'passage_172364': 0.27567941103027593, 'passage_172366': 0.21043581636543018, 'passage_3730567': 0.07114301681149465, 'passage_4175409': 0.055274561024334985, 'passage_5383218': 0.055207411079711874, 'passage_2173887': 0.054800963838717014, 'passage_2173888': 0.05215483585997671, 'passage_1301088': 0.051597410915217905, 'passage_4703543': 0.05037637093054371, 'passage_1406119': 0.04797555103142905, 'passage_4175403': 0.045977027619811775, 'passage_3008370': 0.04423753475584691, 'passage_334574': 0.043163645744185276, 'passage_881362': 0.04301654012563176}
query_213	{'passage_172358': 0.2613582915674618, 'passage_172367': 0.2594484280576289, 'passage_172364': 0.20684146869544884, 'passage_172366': 0.18751860404768914, 'passage_172362': 0.18523508661886415, 'passage_3730567': 0.06792099478673898, 'passage_5383218': 0.06068760643067011, 'passage_2173887': 0.06064354416805289, 'passage_2173888': 0.05781202446726261, 'passage_4703543': 0.056167066509044496, 'passage_4175409': 0.05556143127857694, 'passage_1301088': 0.05241585328149137, 'passage_3008370': 0.04770482059692434, 'passage_4703547': 0.047268702622045626, 'passage_6610801': 0.04624518110088756}
query_215	{'passage_172362': 0.42083337412615146, 'passage_172367': 0.4109483438214914, 'passage_172358': 0.2797289879217544, 'passage_172364': 0.2104692058859478, 'passage_172366': 0.20440860937181357, 'passage_3730567': 0.06038782471215949, 'passage_5383218': 0.0570853240943005, 'passage_2173887': 0.05467213434984356, 'passage_4175409': 0.05238253050805588, 'passage_2173888': 0.05226856027203365, 'passage_3309550': 0.0483254832174709, 'passage_3309554': 0.04799683467910052, 'passage_6610801': 0.047557443502139016, 'passage_3302770': 0.04651620434128753, 'passage_3309551': 0.04616449906416761, 'passage_3302763': 0.04596941661571589, 'passage_3309549': 0.04574213669403533}
query_223	{'passage_172367': 0.3525303903904004, 'passage_172362': 0.3482079464807736, 'passage_172358': 0.24946093810222905, 'passage_172366': 0.20291104476660146, 'passage_172364': 0.1964115945047415, 'passage_3730567': 0.06423958494694966, 'passage_4175409': 0.05571953440771021, 'passage_5383218': 0.0486674170056261, 'passage_2173887': 0.04778922600144735, 'passage_881362': 0.04640853206937208, 'passage_3309550': 0.04595892336859219, 'passage_3309554': 0.04573860508421311, 'passage_3302770': 0.04466622922151379, 'passage_2173888': 0.044447545395453314, 'passage_3309551': 0.04417714538976867}
query_230	{'passage_172367': 0.43679723966734785, 'passage_172358': 0.39934840645208575, 'passage_172364': 0.28929654159026813, 'passage_172362': 0.2885355535332789, 'passage_172366': 0.2311287976867291, 'passage_3730567': 0.08222049663804766, 'passage_3730565': 0.06766223934932879, 'passage_4175409': 0.05916671095739748, 'passage_1406119': 0.05729676776431266, 'passage_4175403': 0.05142158484628589, 'passage_881362': 0.050471096811568646, 'passage_1406125': 0.050195093250188325, 'passage_5383218': 0.04852300388003743, 'passage_3730566': 0.048495096035028135, 'passage_2173887': 0.04677832872502936, 'passage_881364': 0.04561312295798395}
query_231	{'passage_172362': 0.5190302235631836, 'passage_172367': 0.432572113660415, 'passage_172358': 0.2610263178667578, 'passage_172366': 0.21804440916667614, 'passage_172364': 0.19125182525089982, 'passage_3730567': 0.05977207427282435, 'passage_5383218': 0.057170803726712946, 'passage_2173887': 0.05400633586917427, 'passage_4175409': 0.0533417276636484, 'passage_3309550': 0.052402624886121976, 'passage_3309554': 0.05201711057562204, 'passage_2173888': 0.05137596770393989, 'passage_3302770': 0.05052260241719149, 'passage_3309551': 0.05020759106486262, 'passage_3302763': 0.04993482988613396, 'passage_3309549': 0.04967956279979252}
query_235	{'passage_172362': 0.31925292000568706, 'passage_172367': 0.29580712846043655, 'passage_172358': 0.26936493303036585, 'passage_172364': 0.26244108323742743, 'passage_172366': 0.22368006060052079, 'passage_3730567': 0.07495189237283832, 'passage_4175409': 0.06615135227793259, 'passage_881362': 0.04982375500233948, 'passage_4175406': 0.04975979883539774, 'passage_4175403': 0.049684068236934394, 'passage_5383218': 0.04957645813951054, 'passage_3309550': 0.04571584029312099, 'passage_2044460': 0.045699494581137964, 'passage_3309554': 0.04561100395885143, 'passage_2629981': 0.045440355111647866, 'passage_334574': 0.04447280997373164, 'passage_2629972': 0.04418875494569137, 'passage_2173887': 0.044030904471318924}
query_236	{'passage_172367': 0.39713646901336624, 'passage_172358': 0.3347469259303574, 'passage_172364': 0.2828619016959283, 'passage_172362': 0.23758859497680315, 'passage_172366': 0.22861480908019677, 'passage_3730567': 0.08981122850250405, 'passage_3730565': 0.0779046078307967, 'passage_1406119': 0.06800139040466457, 'passage_881363': 0.0672347705161473, 'passage_3730562': 0.06361526432021078, 'passage_1406122': 0.06354100312085044, 'passage_1301088': 0.05588939892210812, 'passage_1406125': 0.05553476499410837, 'passage_881362': 0.055023458704033225, 'passage_4175403': 0.054896789471723134}
