Query	Passage_Scores
query_54	{'passage_172362': 0.26726997069795283, 'passage_172358': 0.17048980843541103, 'passage_172367': 0.16124806333059133, 'passage_5383221': 0.1539654499023863, 'passage_172364': 0.14430524158864427, 'passage_172366': 0.11169258292324286, 'passage_2173887': 0.0794422580298065, 'passage_2173891': 0.07735288616884499}
query_64	{'passage_172358': 0.34981798510710393, 'passage_172367': 0.3151371475046177, 'passage_172366': 0.21689902582939813, 'passage_172362': 0.1411993371116994, 'passage_172364': 0.12971439293226983, 'passage_5383221': 0.11325510349602327, 'passage_4703546': 0.07202449300420355, 'passage_796290': 0.06835796192442964, 'passage_6368199': 0.06798533308510137}
query_66	{'passage_172367': 0.32944236210319316, 'passage_172358': 0.3039960698436482, 'passage_172366': 0.1733067312295473, 'passage_172362': 0.15051304575662214, 'passage_172364': 0.13344914630681515, 'passage_5383221': 0.10821155211967114, 'passage_4703546': 0.06363729769514169, 'passage_796290': 0.06270538486500683}
query_69	{'passage_172362': 0.17826876762273203, 'passage_172358': 0.14832713684085216, 'passage_172364': 0.1387026573231229, 'passage_172367': 0.13785345062610316, 'passage_5383221': 0.1352835807772346, 'passage_172366': 0.10695300180963925, 'passage_4703541': 0.09140014435592585, 'passage_4703546': 0.08029043043545649, 'passage_4703539': 0.079121849600985, 'passage_406461': 0.07641959236800107, 'passage_4703547': 0.0737994695918334}
query_73	{'passage_172362': 0.1351888380737205, 'passage_172358': 0.11857342701168865, 'passage_172364': 0.1156789747689955, 'passage_5383221': 0.11467725257808284, 'passage_4703541': 0.10858287202016943, 'passage_172367': 0.1042661917229949, 'passage_4703539': 0.09530038211002659, 'passage_172366': 0.08966003566013132, 'passage_4703547': 0.086761422958712, 'passage_4703543': 0.08193225142525905}
query_74	{'passage_172358': 0.2665026169169882, 'passage_172367': 0.24100062360218968, 'passage_172362': 0.2168841538408166, 'passage_172366': 0.16434484679933545, 'passage_172364': 0.16299601171824304, 'passage_5383221': 0.14197896613916752, 'passage_4703546': 0.08354540189496051, 'passage_4703539': 0.07675439334309979, 'passage_3163395': 0.07340437558636324, 'passage_6368199': 0.0675396350295887, 'passage_6368191': 0.06723859036637952}
query_76	{'passage_172367': 0.2951956968148806, 'passage_172358': 0.2828517917378218, 'passage_172366': 0.18527663716191312, 'passage_172362': 0.09436279626070118, 'passage_5383221': 0.08867516307157443, 'passage_172364': 0.08343982378981492, 'passage_2509348': 0.07957448002711939}
query_86	{'passage_172358': 0.2739763537037599, 'passage_172367': 0.2631310538510898, 'passage_172362': 0.20842134111279675, 'passage_172366': 0.17789375987872288, 'passage_172364': 0.13615459130804974, 'passage_5383221': 0.13247408918329115, 'passage_4703546': 0.07078836864489377, 'passage_796284': 0.06911338664054517, 'passage_796290': 0.06858544610000354}
query_90	{'passage_172362': 0.20976846016804504, 'passage_172358': 0.20608474918963157, 'passage_172367': 0.16921027129897032, 'passage_5383221': 0.15448797391854582, 'passage_172366': 0.1481423190376578, 'passage_172364': 0.1346402355036707, 'passage_4703546': 0.09838014314674494, 'passage_4703541': 0.09418302750854429, 'passage_4703543': 0.08996598870651874}
query_92	{'passage_172367': 0.31151372731195964, 'passage_172358': 0.2890900670012766, 'passage_172366': 0.22718248912035766, 'passage_172362': 0.1055453652525278, 'passage_5383221': 0.09220371031292272, 'passage_172364': 0.09043636414252967, 'passage_2509348': 0.08254218102856463}
query_93	{'passage_172358': 0.24922249873702462, 'passage_172367': 0.21023121246691134, 'passage_172366': 0.16606920661429606, 'passage_172362': 0.14387099772953313, 'passage_5383221': 0.1277375625999413, 'passage_172364': 0.10321375578627162, 'passage_4703546': 0.08191488031326995, 'passage_4703539': 0.07762730120641938, 'passage_796290': 0.07397884491887381}
query_103	{'passage_172367': 0.2903266220725466, 'passage_172358': 0.24375318756416653, 'passage_172366': 0.15980481600688254, 'passage_172362': 0.14987989392143355, 'passage_172364': 0.12103641678216341, 'passage_5383221': 0.11071254432498218, 'passage_796286': 0.0600230755791198, 'passage_4703546': 0.05828273542817036, 'passage_6368191': 0.058239086527342054, 'passage_6368199': 0.05802714266720424}
query_111	{'passage_172367': 0.22408496185062382, 'passage_172358': 0.14766442369776214, 'passage_172366': 0.14158522503587304, 'passage_796286': 0.0683684270121525, 'passage_172362': 0.06466057661412788, 'passage_172364': 0.06462774589042523, 'passage_796284': 0.057004313961909345, 'passage_796290': 0.05598978384337337}
query_119	{'passage_172358': 0.3347518417675491, 'passage_172367': 0.2562944632508091, 'passage_172366': 0.19816113741582078, 'passage_172362': 0.16829370890741743, 'passage_5383221': 0.128333640817963, 'passage_172364': 0.10320069223520398, 'passage_2509348': 0.0805135107324429}
query_121	{'passage_172358': 0.2418274138718446, 'passage_172362': 0.17011801941194185, 'passage_172367': 0.16639716033327165, 'passage_5383221': 0.15600589578258414, 'passage_172366': 0.14422386430718354, 'passage_172364': 0.10399468330543188, 'passage_4703546': 0.09940517636345303, 'passage_4703539': 0.0958167352792875, 'passage_4703543': 0.08792170746654898, 'passage_4703547': 0.08318985412109955, 'passage_6368191': 0.07966678675331673}
query_122	{'passage_172358': 0.2432046505766574, 'passage_172362': 0.1916146829982806, 'passage_172367': 0.18310320052162773, 'passage_172366': 0.15727767499624193, 'passage_5383221': 0.14118589574368584, 'passage_172364': 0.11533672581822761, 'passage_4703546': 0.086997298252147, 'passage_4703543': 0.08244056060813647, 'passage_4703539': 0.07746226453243184, 'passage_4703547': 0.0750903883765254, 'passage_3163395': 0.07303342925941174}
query_126	{'passage_172358': 0.3026253842685526, 'passage_172367': 0.2974974643798287, 'passage_172366': 0.19560009102997453, 'passage_172362': 0.14331631929268537, 'passage_5383221': 0.10748322162318505, 'passage_172364': 0.10471440304285878, 'passage_796290': 0.0798144085976463, 'passage_796284': 0.07815184760518296, 'passage_2509348': 0.07726677734890779}
query_127	{'passage_172367': 0.2163910588727983, 'passage_172358': 0.18460474557490006, 'passage_172366': 0.15755746972400503, 'passage_2509348': 0.09029005762863605}
query_128	{'passage_172362': 0.25323127208143864, 'passage_172358': 0.17556308801475876, 'passage_5383221': 0.17479847118963376, 'passage_172367': 0.1489511671390541, 'passage_172364': 0.13266299410516633, 'passage_172366': 0.11103062517132006, 'passage_2173887': 0.08838273177227313, 'passage_2173891': 0.08821002238088263}
query_129	{'passage_172362': 0.1854708411011305, 'passage_5383221': 0.1639950521701125, 'passage_172358': 0.13818840941646532, 'passage_172367': 0.12009760127715355, 'passage_2173891': 0.09988081847138913, 'passage_172364': 0.09692254180038522, 'passage_2173887': 0.09148236580802552, 'passage_172366': 0.09125017338489477}
query_131	{'passage_172362': 0.22046002473111626, 'passage_5383221': 0.19085915520591268, 'passage_172358': 0.17021638556428043, 'passage_172367': 0.1327287702663565, 'passage_172364': 0.11927132491509827, 'passage_172366': 0.10102414778015584, 'passage_2173891': 0.0957348797009394, 'passage_2173887': 0.09143855337724505}
query_138	{'passage_172362': 0.22124409710741066, 'passage_5383221': 0.16367823983771834, 'passage_172358': 0.13119025159583683, 'passage_172364': 0.115150689852457, 'passage_172367': 0.11209503857270008, 'passage_4703541': 0.09759275618244312, 'passage_2173891': 0.09491037569931741, 'passage_2173887': 0.09364841813536091, 'passage_4703547': 0.09154696432747202, 'passage_172366': 0.09087348787247194}
query_143	{'passage_172367': 0.2088660342075235, 'passage_172358': 0.19684692291398517, 'passage_172366': 0.14291426935419746, 'passage_172362': 0.10419019924876696, 'passage_5383221': 0.09843016901133977, 'passage_172364': 0.07379054728368956, 'passage_2509348': 0.0733210401535314}
query_146	{'passage_172367': 0.32944236210319316, 'passage_172358': 0.3039960698436482, 'passage_172366': 0.1733067312295473, 'passage_172362': 0.15051304575662214, 'passage_172364': 0.13344914630681515, 'passage_5383221': 0.10821155211967114, 'passage_4703546': 0.06363729769514169, 'passage_796290': 0.06270538486500683}
query_158	{'passage_172367': 0.33764006527748675, 'passage_172358': 0.2953405344136389, 'passage_172366': 0.15678813512133052, 'passage_172364': 0.122025061895103, 'passage_172362': 0.11333897049424374, 'passage_5383221': 0.09426304629622144, 'passage_796290': 0.06446414260957907, 'passage_6368199': 0.062208838053670105, 'passage_796286': 0.06171504418001848}
query_166	{'passage_172358': 0.2739763537037599, 'passage_172367': 0.2631310538510898, 'passage_172362': 0.20842134111279675, 'passage_172366': 0.17789375987872288, 'passage_172364': 0.13615459130804974, 'passage_5383221': 0.13247408918329115, 'passage_4703546': 0.07078836864489377, 'passage_796284': 0.06911338664054517, 'passage_796290': 0.06858544610000354}
query_170	{'passage_172362': 0.20976846016804504, 'passage_172358': 0.20608474918963157, 'passage_172367': 0.16921027129897032, 'passage_5383221': 0.15448797391854582, 'passage_172366': 0.1481423190376578, 'passage_172364': 0.1346402355036707, 'passage_4703546': 0.09838014314674494, 'passage_4703541': 0.09418302750854429, 'passage_4703543': 0.08996598870651874}
query_174	{'passage_172367': 0.4040254352187156, 'passage_172358': 0.2996775662188734, 'passage_172366': 0.203138607842363, 'passage_172362': 0.12332294130543797, 'passage_172364': 0.1094035927774116, 'passage_5383221': 0.09596740949600956, 'passage_796284': 0.07232635534657611, 'passage_796290': 0.07101771060274344}
query_185	{'passage_172362': 0.13108882851117803, 'passage_172358': 0.11682300985537081, 'passage_5383221': 0.11149877949139879, 'passage_172364': 0.11090680071018634, 'passage_172367': 0.1080972530429106, 'passage_4703541': 0.0965072787443426, 'passage_172366': 0.08638553842913275, 'passage_4703539': 0.08557408705026724, 'passage_4703546': 0.08376195148183357, 'passage_4703547': 0.07951120191952188}
query_189	{'passage_172367': 0.13832991104586198, 'passage_172362': 0.13747790317351574, 'passage_172358': 0.13358135070193025, 'passage_172364': 0.1221613381937911, 'passage_5383221': 0.11026156331093236, 'passage_172366': 0.0963407147144267, 'passage_4703547': 0.06533592098817703, 'passage_4703543': 0.0648040023371041, 'passage_3163397': 0.0563728291550693, 'passage_6368191': 0.054727908487091706, 'passage_207684': 0.04971460621384552}
query_198	{'passage_172358': 0.3263947440894267, 'passage_172367': 0.24385993099491926, 'passage_172362': 0.21345632081639138, 'passage_172366': 0.17483993131575845, 'passage_5383221': 0.14089876413156946, 'passage_172364': 0.12830313807408303, 'passage_4703546': 0.07299325050529186, 'passage_3163395': 0.07136463035461661, 'passage_796290': 0.0710016973440755}
query_208	{'passage_172362': 0.25323127208143864, 'passage_172358': 0.17556308801475876, 'passage_5383221': 0.17479847118963376, 'passage_172367': 0.1489511671390541, 'passage_172364': 0.13266299410516633, 'passage_172366': 0.11103062517132006, 'passage_2173887': 0.08838273177227313, 'passage_2173891': 0.08821002238088263}
query_211	{'passage_172362': 0.22046002473111626, 'passage_5383221': 0.19085915520591268, 'passage_172358': 0.17021638556428043, 'passage_172367': 0.1327287702663565, 'passage_172364': 0.11927132491509827, 'passage_172366': 0.10102414778015584, 'passage_2173891': 0.0957348797009394, 'passage_2173887': 0.09143855337724505}
query_221	{'passage_172362': 0.19075953902300247, 'passage_172358': 0.1718099691419618, 'passage_172367': 0.15990735345630666, 'passage_5383221': 0.15552239498652354, 'passage_172366': 0.12571365953072217, 'passage_172364': 0.11681054245151297, 'passage_4703541': 0.09468029228768844, 'passage_4703546': 0.09022661457841029, 'passage_4703543': 0.08394532524570357}
query_227	{'passage_172367': 0.3033861632611017, 'passage_172358': 0.2586533756330122, 'passage_172366': 0.1976264679637965, 'passage_172362': 0.12526136782412092, 'passage_172364': 0.11835918759399944, 'passage_796286': 0.06598749883536303, 'passage_6368199': 0.0632371364231441, 'passage_796290': 0.06265579157684567, 'passage_6368191': 0.0619984168304065}
query_233	{'passage_172362': 0.1351888380737205, 'passage_172358': 0.11857342701168865, 'passage_172364': 0.1156789747689955, 'passage_5383221': 0.11467725257808284, 'passage_4703541': 0.10858287202016943, 'passage_172367': 0.1042661917229949, 'passage_4703539': 0.09530038211002659, 'passage_172366': 0.08966003566013132, 'passage_4703547': 0.086761422958712, 'passage_4703543': 0.08193225142525905}
query_234	{'passage_172358': 0.2665026169169882, 'passage_172367': 0.24100062360218968, 'passage_172362': 0.2168841538408166, 'passage_172366': 0.16434484679933545, 'passage_172364': 0.16299601171824304, 'passage_5383221': 0.14197896613916752, 'passage_4703546': 0.08354540189496051, 'passage_4703539': 0.07675439334309979, 'passage_3163395': 0.07340437558636324, 'passage_6368199': 0.0675396350295887, 'passage_6368191': 0.06723859036637952}
query_238	{'passage_172367': 0.33764006527748675, 'passage_172358': 0.2953405344136389, 'passage_172366': 0.15678813512133052, 'passage_172364': 0.122025061895103, 'passage_172362': 0.11333897049424374, 'passage_5383221': 0.09426304629622144, 'passage_796290': 0.06446414260957907, 'passage_6368199': 0.062208838053670105, 'passage_796286': 0.06171504418001848}
query_241	{'passage_172358': 0.27130716192927296, 'passage_172367': 0.19805663570879353, 'passage_172362': 0.17172057933356902, 'passage_5383221': 0.15229555655856544, 'passage_172366': 0.14881988774300534, 'passage_172364': 0.10453786048894692, 'passage_4703541': 0.08483837377078556, 'passage_4703546': 0.08221239995482323, 'passage_4703539': 0.07773560186113701, 'passage_2173891': 0.07405519377588415}
query_245	{'passage_172358': 0.24222124220946417, 'passage_172362': 0.19663802412964868, 'passage_172367': 0.19591674446303298, 'passage_5383221': 0.15853787417310553, 'passage_172366': 0.14761975988295586, 'passage_172364': 0.1145144176012364, 'passage_4703541': 0.08459283622096274, 'passage_4703546': 0.07987235973124063, 'passage_4703543': 0.07498603543856867}
query_247	{'passage_172358': 0.28951436200433844, 'passage_172367': 0.2454980075347504, 'passage_172366': 0.19300647501251056, 'passage_172362': 0.1405381396153106, 'passage_5383221': 0.11749910550013881, 'passage_172364': 0.0933916960094017, 'passage_2509348': 0.08008154053925058}
query_250	{'passage_172362': 0.20976846016804504, 'passage_172358': 0.20608474918963157, 'passage_172367': 0.16921027129897032, 'passage_5383221': 0.15448797391854582, 'passage_172366': 0.1481423190376578, 'passage_172364': 0.1346402355036707, 'passage_4703546': 0.09838014314674494, 'passage_4703541': 0.09418302750854429, 'passage_4703543': 0.08996598870651874}
query_252	{'passage_172367': 0.31151372731195964, 'passage_172358': 0.2890900670012766, 'passage_172366': 0.22718248912035766, 'passage_172362': 0.1055453652525278, 'passage_5383221': 0.09220371031292272, 'passage_172364': 0.09043636414252967, 'passage_2509348': 0.08254218102856463}
query_255	{'passage_172367': 0.24234795842037557, 'passage_172358': 0.18903051676075963, 'passage_172366': 0.17565425837577456, 'passage_2509348': 0.08419509620282466}
query_259	{'passage_172367': 0.2634614223068416, 'passage_172358': 0.21823518902795994, 'passage_172366': 0.15053881378013662, 'passage_172362': 0.1420458016554491, 'passage_172364': 0.12531730406366676, 'passage_5383221': 0.10523507821452079, 'passage_4703546': 0.05746812216117861, 'passage_6368191': 0.05669736915917751, 'passage_3163395': 0.056476079142258155, 'passage_796286': 0.05620927869617757, 'passage_6368199': 0.05616052057169095}
query_261	{'passage_172362': 0.1632342351759827, 'passage_172358': 0.1368355295929614, 'passage_172367': 0.1349394315605545, 'passage_172364': 0.12805951983489883, 'passage_5383221': 0.1253111488566562, 'passage_172366': 0.09682962968592045, 'passage_4703541': 0.08089449791534721, 'passage_406461': 0.07134652813392088, 'passage_4703546': 0.07132086669591038, 'passage_4703539': 0.07056531811722946, 'passage_4703543': 0.06746020537999814}
query_263	{'passage_172367': 0.2903266220725466, 'passage_172358': 0.24375318756416653, 'passage_172366': 0.15980481600688254, 'passage_172362': 0.14987989392143355, 'passage_172364': 0.12103641678216341, 'passage_5383221': 0.11071254432498218, 'passage_796286': 0.0600230755791198, 'passage_4703546': 0.05828273542817036, 'passage_6368191': 0.058239086527342054, 'passage_6368199': 0.05802714266720424}
query_277	{'passage_172358': 0.28997223677550515, 'passage_172362': 0.21457829514706517, 'passage_172367': 0.19887424657850425, 'passage_5383221': 0.18042273843297268, 'passage_172366': 0.1508111642859401, 'passage_172364': 0.11963801539590871, 'passage_4703541': 0.08846984417081943, 'passage_4703546': 0.08352282918612364, 'passage_4703539': 0.08015529353637801, 'passage_2173891': 0.0779152881020721}
query_280	{'passage_172358': 0.31334289769369333, 'passage_172367': 0.25082323434036513, 'passage_172366': 0.22053374758187677, 'passage_172362': 0.19564549139699897, 'passage_5383221': 0.128971743504528, 'passage_172364': 0.1275228168260859, 'passage_4703546': 0.0832015640849806, 'passage_796290': 0.07847521986195295, 'passage_4703539': 0.07404286322116992}
query_281	{'passage_172358': 0.2418274138718446, 'passage_172362': 0.17011801941194185, 'passage_172367': 0.16639716033327165, 'passage_5383221': 0.15600589578258414, 'passage_172366': 0.14422386430718354, 'passage_172364': 0.10399468330543188, 'passage_4703546': 0.09940517636345303, 'passage_4703539': 0.0958167352792875, 'passage_4703543': 0.08792170746654898, 'passage_4703547': 0.08318985412109955, 'passage_6368191': 0.07966678675331673}
query_284	{'passage_172358': 0.2986126056181896, 'passage_172367': 0.2833000126788002, 'passage_172366': 0.2044115979599425, 'passage_172362': 0.13423137018459838, 'passage_5383221': 0.10548707299964968, 'passage_172364': 0.09803873169208653, 'passage_2509348': 0.0844703036434091}
query_293	{'passage_172362': 0.20745440335956183, 'passage_5383221': 0.16832392580053407, 'passage_172358': 0.139027869832969, 'passage_172367': 0.12508521071737802, 'passage_172364': 0.10578782406223378, 'passage_172366': 0.09584696017136735, 'passage_2173891': 0.09567075804613341, 'passage_2173887': 0.08763369646306529}
query_298	{'passage_172362': 0.22124409710741066, 'passage_5383221': 0.16367823983771834, 'passage_172358': 0.13119025159583683, 'passage_172364': 0.115150689852457, 'passage_172367': 0.11209503857270008, 'passage_4703541': 0.09759275618244312, 'passage_2173891': 0.09491037569931741, 'passage_2173887': 0.09364841813536091, 'passage_4703547': 0.09154696432747202, 'passage_172366': 0.09087348787247194}
query_299	{'passage_172362': 0.19954732583445497, 'passage_5383221': 0.172587773049789, 'passage_172358': 0.15989307684678022, 'passage_172367': 0.13048673435761932, 'passage_172366': 0.10745429756189431, 'passage_172364': 0.10614129402709274, 'passage_2173891': 0.0984154893623527, 'passage_4703541': 0.09362846648239581, 'passage_2173887': 0.09151020514900636}
query_300	{'passage_172358': 0.21664312203248237, 'passage_172367': 0.1976163745654374, 'passage_172362': 0.14843501938353673, 'passage_172366': 0.14820840193022924, 'passage_5383221': 0.12919167172250196, 'passage_172364': 0.09060362090157377, 'passage_2173891': 0.07676383328378446, 'passage_796290': 0.07392493197054949}
query_308	{'passage_172358': 0.3670849648607991, 'passage_172367': 0.29880438456505265, 'passage_172366': 0.22080325492598699, 'passage_172362': 0.18639613067271318, 'passage_172364': 0.15135260592561978, 'passage_5383221': 0.1366466984760489, 'passage_4703546': 0.08062401307448017, 'passage_4703539': 0.0754244032460218, 'passage_6368199': 0.071955550402191, 'passage_6368191': 0.0691263445650403}
query_313	{'passage_172362': 0.1351888380737205, 'passage_172358': 0.11857342701168865, 'passage_172364': 0.1156789747689955, 'passage_5383221': 0.11467725257808284, 'passage_4703541': 0.10858287202016943, 'passage_172367': 0.1042661917229949, 'passage_4703539': 0.09530038211002659, 'passage_172366': 0.08966003566013132, 'passage_4703547': 0.086761422958712, 'passage_4703543': 0.08193225142525905}
query_315	{'passage_172367': 0.3479714954961948, 'passage_172358': 0.2422074505433166, 'passage_172366': 0.2346049033578397, 'passage_172362': 0.14689858754965568, 'passage_172364': 0.13834766932473708, 'passage_5383221': 0.09931564780041587, 'passage_796286': 0.06821911758174719, 'passage_6368199': 0.06791198570543613, 'passage_6368191': 0.06709431580081365, 'passage_4703546': 0.06534076587109287}
query_316	{'passage_172367': 0.2951956968148806, 'passage_172358': 0.2828517917378218, 'passage_172366': 0.18527663716191312, 'passage_172362': 0.09436279626070118, 'passage_5383221': 0.08867516307157443, 'passage_172364': 0.08343982378981492, 'passage_2509348': 0.07957448002711939}
query_321	{'passage_172358': 0.27130716192927296, 'passage_172367': 0.19805663570879353, 'passage_172362': 0.17172057933356902, 'passage_5383221': 0.15229555655856544, 'passage_172366': 0.14881988774300534, 'passage_172364': 0.10453786048894692, 'passage_4703541': 0.08483837377078556, 'passage_4703546': 0.08221239995482323, 'passage_4703539': 0.07773560186113701, 'passage_2173891': 0.07405519377588415}
query_327	{'passage_172358': 0.28951436200433844, 'passage_172367': 0.2454980075347504, 'passage_172366': 0.19300647501251056, 'passage_172362': 0.1405381396153106, 'passage_5383221': 0.11749910550013881, 'passage_172364': 0.0933916960094017, 'passage_2509348': 0.08008154053925058}
query_329	{'passage_172358': 0.20603575169234378, 'passage_172362': 0.17601216230845382, 'passage_172367': 0.159076177984193, 'passage_5383221': 0.1537517359730448, 'passage_172366': 0.13673860145739863, 'passage_172364': 0.10912938235743277, 'passage_4703546': 0.0996882176207159, 'passage_4703539': 0.09467612052157072, 'passage_4703543': 0.09049029324886178, 'passage_4703547': 0.08733539490798026, 'passage_3163395': 0.07068626773059462}
query_330	{'passage_172362': 0.20976846016804504, 'passage_172358': 0.20608474918963157, 'passage_172367': 0.16921027129897032, 'passage_5383221': 0.15448797391854582, 'passage_172366': 0.1481423190376578, 'passage_172364': 0.1346402355036707, 'passage_4703546': 0.09838014314674494, 'passage_4703541': 0.09418302750854429, 'passage_4703543': 0.08996598870651874}
query_341	{'passage_172362': 0.1632342351759827, 'passage_172358': 0.1368355295929614, 'passage_172367': 0.1349394315605545, 'passage_172364': 0.12805951983489883, 'passage_5383221': 0.1253111488566562, 'passage_172366': 0.09682962968592045, 'passage_4703541': 0.08089449791534721, 'passage_406461': 0.07134652813392088, 'passage_4703546': 0.07132086669591038, 'passage_4703539': 0.07056531811722946, 'passage_4703543': 0.06746020537999814}
query_345	{'passage_172362': 0.13108882851117803, 'passage_172358': 0.11682300985537081, 'passage_5383221': 0.11149877949139879, 'passage_172364': 0.11090680071018634, 'passage_172367': 0.1080972530429106, 'passage_4703541': 0.0965072787443426, 'passage_172366': 0.08638553842913275, 'passage_4703539': 0.08557408705026724, 'passage_4703546': 0.08376195148183357, 'passage_4703547': 0.07951120191952188}
query_348	{'passage_172367': 0.34746544224842263, 'passage_172358': 0.24142102288483583, 'passage_172366': 0.19306038270090062, 'passage_172364': 0.09008458401555162, 'passage_172362': 0.08992643118075312, 'passage_796286': 0.07012231494310048, 'passage_796284': 0.06330171454822865, 'passage_796290': 0.0631189961125378, 'passage_6368191': 0.06126532441951492}
query_358	{'passage_172358': 0.3263947440894267, 'passage_172367': 0.24385993099491926, 'passage_172362': 0.21345632081639138, 'passage_172366': 0.17483993131575845, 'passage_5383221': 0.14089876413156946, 'passage_172364': 0.12830313807408303, 'passage_4703546': 0.07299325050529186, 'passage_3163395': 0.07136463035461661, 'passage_796290': 0.0710016973440755}
query_364	{'passage_172358': 0.2986126056181896, 'passage_172367': 0.2833000126788002, 'passage_172366': 0.2044115979599425, 'passage_172362': 0.13423137018459838, 'passage_5383221': 0.10548707299964968, 'passage_172364': 0.09803873169208653, 'passage_2509348': 0.0844703036434091}
query_366	{'passage_172358': 0.3026253842685526, 'passage_172367': 0.2974974643798287, 'passage_172366': 0.19560009102997453, 'passage_172362': 0.14331631929268537, 'passage_5383221': 0.10748322162318505, 'passage_172364': 0.10471440304285878, 'passage_796290': 0.0798144085976463, 'passage_796284': 0.07815184760518296, 'passage_2509348': 0.07726677734890779}
query_368	{'passage_172362': 0.25323127208143864, 'passage_172358': 0.17556308801475876, 'passage_5383221': 0.17479847118963376, 'passage_172367': 0.1489511671390541, 'passage_172364': 0.13266299410516633, 'passage_172366': 0.11103062517132006, 'passage_2173887': 0.08838273177227313, 'passage_2173891': 0.08821002238088263}
query_369	{'passage_172362': 0.1854708411011305, 'passage_5383221': 0.1639950521701125, 'passage_172358': 0.13818840941646532, 'passage_172367': 0.12009760127715355, 'passage_2173891': 0.09988081847138913, 'passage_172364': 0.09692254180038522, 'passage_2173887': 0.09148236580802552, 'passage_172366': 0.09125017338489477}
query_371	{'passage_172362': 0.22046002473111626, 'passage_5383221': 0.19085915520591268, 'passage_172358': 0.17021638556428043, 'passage_172367': 0.1327287702663565, 'passage_172364': 0.11927132491509827, 'passage_172366': 0.10102414778015584, 'passage_2173891': 0.0957348797009394, 'passage_2173887': 0.09143855337724505}
query_373	{'passage_172362': 0.20745440335956183, 'passage_5383221': 0.16832392580053407, 'passage_172358': 0.139027869832969, 'passage_172367': 0.12508521071737802, 'passage_172364': 0.10578782406223378, 'passage_172366': 0.09584696017136735, 'passage_2173891': 0.09567075804613341, 'passage_2173887': 0.08763369646306529}
